dataset,graph_id,label,num_nodes_in_graph,cascade_size,num_valid_times,lifetime,mean_interarrival,median_interarrival,std_interarrival,burstiness,t25,t50,t75
gossipcop,2508,0,35,34,34,8531792.0,258539.15151515152,1523.0,988064.5202622948,0.5852103481349156,2177.0,13996.0,142842.0
gossipcop,2509,0,27,26,26,296358.0,11854.32,771.0,21762.330187220297,0.2947352021108554,1429.0,5851.0,79987.0
gossipcop,2510,0,55,54,54,243765.0,4599.33962264151,47.0,19727.009366954277,0.6218635501275908,10799.0,10975.0,33186.0
gossipcop,2511,0,5,4,4,1316840.0,438946.6666666667,22858.0,597669.1133686673,0.15311598545855673,0.0,22858.0,32695.0
gossipcop,2512,0,82,81,81,16992758.0,212409.475,1282.0,1731512.3225042247,0.7814629423131015,14046.0,42790.0,67558.0
gossipcop,2513,0,41,40,40,148246.0,3801.1794871794873,15.0,15613.260098919198,0.608417284431816,9805.0,12200.0,12314.0
gossipcop,2514,0,98,97,97,5666539.0,59026.447916666664,10.0,382449.76782175456,0.7325951169625844,13347.0,13455.0,17592.0
gossipcop,2515,0,24,23,23,165603600.0,7527436.363636363,6843.0,22415835.404124945,0.4972201820817159,100377525.0,125595942.0,125648991.0
gossipcop,2516,0,56,55,55,140216.0,2596.5925925925926,68.5,9512.914655426412,0.5711481005112954,327.0,1582.0,7554.0
gossipcop,2517,0,144,143,143,1973376.0,13897.014084507042,316.5,92193.93038757845,0.7380169598138773,22528.0,32382.0,64393.0
gossipcop,2518,0,137,136,136,2124539.0,15737.325925925927,764.0,79650.34821619073,0.6700343924419602,1239254.0,1312027.0,1403919.0
gossipcop,2519,0,38,37,37,49149.0,1365.25,1155.0,1724.5890392109845,0.11629700921338113,3407.0,8939.0,25045.0
gossipcop,2520,0,18,17,17,42549.0,2659.3125,374.0,5855.534803913622,0.37537047815814195,305.0,1499.0,5234.0
gossipcop,2521,0,50,49,49,51570.0,1074.375,30.5,2625.770122149881,0.41927953389257333,3296.0,7029.0,7243.0
gossipcop,2522,0,42,41,41,30271.0,756.775,15.0,2407.235099522895,0.5216355345299845,191.0,693.0,864.0
gossipcop,2523,0,70,69,69,2681188.0,39429.23529411765,42.5,298996.4493056495,0.7669843803921212,3286.0,8540.0,8729.0
gossipcop,2524,0,72,71,71,159303.0,2275.7571428571428,1229.5,6179.600038920028,0.46170053046089826,5277.0,28807.0,50374.0
gossipcop,2525,0,8,7,7,65841.0,10973.5,7637.0,8476.52504961005,-0.12837900948821712,8654.0,33794.0,65615.0
gossipcop,2526,0,53,52,52,1823143.0,35747.901960784315,505.0,215325.85513863974,0.7152398372990587,3821.0,12847.0,28809.0
gossipcop,2527,0,27,26,26,85051.0,3402.04,494.0,5557.6591077898975,0.24059056915379243,417.0,3205.0,34193.0
gossipcop,2528,0,149,148,148,235773.0,1603.8979591836735,38.0,8909.60115061595,0.6948878879556509,1259.0,5365.0,25848.0
gossipcop,2529,0,89,88,88,2574773.0,29595.091954022988,53.0,167668.66992393215,0.6999439565353809,2104.0,8791.0,9067.0
gossipcop,2530,0,76,75,75,1201653.0,16238.554054054053,208.5,106537.46450239197,0.7354767772243989,9769.0,37376.0,37518.0
gossipcop,2531,0,147,146,146,10321526.0,71182.93793103448,82.0,817667.0775410619,0.8398313850661814,6291.0,27679.0,39581.0
gossipcop,2532,0,89,88,88,7868053.0,90437.3908045977,172.0,658799.4465046171,0.7585879756542895,1553.0,5217.0,97709.0
gossipcop,2533,0,36,35,35,57044.0,1677.764705882353,288.0,2861.931115408364,0.26084708230282516,747.0,4327.0,17824.0
gossipcop,2534,0,127,126,126,225508.0,1804.064,27.0,13746.131473105588,0.7679689617895583,2118.0,10847.0,24100.0
gossipcop,2535,0,71,70,70,1471290.0,21323.043478260868,54.0,143997.19164184152,0.742039521504793,5414.0,5607.0,25714.0
gossipcop,2536,0,51,50,50,1362952.0,27815.34693877551,916.0,185067.65644218354,0.7386794953376404,6094.0,30179.0,42366.0
gossipcop,2537,0,85,84,84,1963611.0,23657.963855421687,46.0,163289.24568528257,0.7469021986094891,2072.0,17235.0,21187.0
gossipcop,2538,0,45,44,44,268759.0,6250.209302325581,10.0,27777.396350737406,0.632638901129209,10455.0,15804.0,15913.0
gossipcop,2539,0,11,10,10,174943.0,19438.11111111111,388.0,45601.930605925605,0.402272489440318,35.0,625.0,17194.0
gossipcop,2540,0,52,51,51,82998.0,1659.96,29.0,5505.388363993952,0.5366701196716858,6743.0,7506.0,7633.0
gossipcop,2541,0,52,51,51,3059920.0,61198.4,5472.5,161683.17496486765,0.4508437944262861,2069.0,108647.0,1402547.0
gossipcop,2542,0,152,151,151,3433654.0,22891.02666666667,71.5,161656.02961733064,0.7519220612065474,8714.0,11649.0,41597.0
gossipcop,2543,0,101,100,100,240049.0,2424.7373737373737,5.0,14478.414635424342,0.7131023406258031,14453.0,18122.0,18251.0
gossipcop,2544,0,88,87,87,14917259.0,173456.5,101.5,739334.7475071801,0.6199426747929337,3627775.0,3629061.0,3658613.0
gossipcop,2545,0,48,47,47,3383756.0,73559.91304347826,23.5,472394.927285461,0.7305274809940022,16513.0,16649.0,16755.0
gossipcop,2546,0,78,77,77,78818.0,1037.078947368421,21.5,4526.818183027497,0.6272113149961764,741.0,1552.0,3629.0
gossipcop,2547,0,56,55,55,1675631.0,31030.203703703704,52.5,209568.35591337804,0.742058275385447,6904.0,17058.0,17188.0
gossipcop,2548,0,99,98,98,332007.0,3422.7525773195875,239.0,16052.513471837497,0.648502611601783,5552.0,20644.0,31505.0
gossipcop,2549,0,57,56,56,443522.0,8064.036363636364,46.0,26720.063792087454,0.5363377906839769,2817.0,2951.0,22013.0
gossipcop,2550,0,56,55,55,344280.0,6375.555555555556,32.5,37780.22468301062,0.7112244185875773,1506.0,4044.0,4143.0
gossipcop,2551,0,42,41,41,146658.0,3666.45,121.0,15060.619012759735,0.6084331191921326,1075.0,2762.0,3678.0
gossipcop,2552,0,60,59,59,252973.0,4361.603448275862,25.5,19528.285243452465,0.6348577840142026,4915.0,11787.0,11927.0
gossipcop,2553,0,58,57,57,772493.0,13794.517857142857,39.0,91351.54188353736,0.7376122720877222,9418.0,13913.0,15032.0
gossipcop,2554,0,70,69,69,237555.0,3493.455882352941,79.0,17992.127425818137,0.6748093051749392,3921.0,17592.0,21627.0
gossipcop,2555,0,38,37,37,7633036.0,212028.77777777778,522.0,1193051.8425418278,0.6981969935226225,1409.0,4425.0,20094.0
gossipcop,2556,0,84,83,83,5891949.0,71853.03658536586,86.0,610152.5122991082,0.7892889971265111,3049.0,19518.0,25948.0
gossipcop,2557,0,22,21,21,269057.0,13452.85,154.0,42466.385364515074,0.5188471404408067,232.0,866.0,3502.0
gossipcop,2558,0,31,30,30,16298275.0,562009.4827586206,341.0,2950427.809837994,0.6799888875208087,581.0,1670.0,15055.0
gossipcop,2559,0,63,62,62,31588545.0,517845.0,59.0,3986317.5900828247,0.7700593663558325,708.0,1280.0,8900.0
gossipcop,2560,0,141,140,140,526234.0,3785.856115107914,156.0,30652.21350899279,0.7801354050078076,5188.0,26765.0,32393.0
gossipcop,2561,0,142,141,141,210180.0,1501.2857142857142,80.0,9416.19584719079,0.7249758186754058,13936.0,29914.0,33489.0
gossipcop,2562,0,60,59,59,35270.0,608.1034482758621,9.0,1786.4747089869977,0.4920997283538582,569.0,926.0,3742.0
gossipcop,2563,0,33,32,32,1042017.0,33613.45161290323,11.0,168300.66014338526,0.6670519824441506,1805.0,1888.0,1991.0
gossipcop,2564,0,153,152,152,1591415.0,10539.172185430463,148.0,63388.11521022002,0.71487734619489,11582.0,25479.0,31185.0
gossipcop,2565,0,55,54,54,1194058.0,22529.396226415094,512.0,94712.47193147958,0.6156766080173035,1304.0,5750.0,36602.0
gossipcop,2566,0,96,95,95,43918.0,467.21276595744683,17.5,1388.93332616,0.49657759382025607,739.0,1694.0,6498.0
gossipcop,2567,0,132,131,131,301984.0,2322.9538461538464,87.0,16107.393056921954,0.7479207680278472,10233.0,30638.0,32966.0
gossipcop,2568,0,68,67,67,1597760.0,24208.484848484848,82.0,165348.298437813,0.7445780158452945,8422.0,21932.0,27029.0
gossipcop,2569,0,24,23,23,257974.0,11726.09090909091,971.0,34522.88548051606,0.49291457565205754,7098.0,9849.0,29335.0
gossipcop,2570,0,13,12,12,4016.0,365.09090909090907,117.0,525.287705504059,0.17991986081788724,103.0,924.0,1193.0
gossipcop,2571,0,54,53,53,38841.0,746.9423076923077,87.0,3078.3606802064032,0.609472865257864,1192.0,2350.0,4135.0
gossipcop,2572,0,78,77,77,508003.0,6684.25,96.0,33232.05970782344,0.6650867753594009,4883.0,12410.0,198523.0
gossipcop,2573,0,102,101,101,1591674.0,15916.74,297.5,100431.9272976099,0.726395834697679,14645.0,26173.0,63890.0
gossipcop,2574,0,124,123,123,6160669.0,50497.2868852459,283.0,394426.64922944613,0.7730071017252318,12769.0,17541.0,45366.0
gossipcop,2575,0,124,123,123,3095856.0,25375.868852459018,61.5,136065.7630036053,0.6856341383481153,1544.0,12990.0,25399.0
gossipcop,2576,0,49,48,48,2580686.0,54908.21276595745,138.0,357709.776940477,0.7338544894514996,1659.0,2974.0,12464.0
gossipcop,2577,0,176,175,175,202151.0,1161.787356321839,131.0,4055.3383400751923,0.5546255068670574,20651.0,29285.0,54856.0
gossipcop,2578,0,137,136,136,20218010.0,149763.03703703705,409.0,959825.5436545894,0.7300566360484945,25819.0,32357.0,66875.0
gossipcop,2579,0,117,116,116,9514235.0,82732.47826086957,188.0,339317.03178174136,0.6079489429924146,1343.0,15730.0,62722.0
gossipcop,2580,0,121,120,120,204969.0,1722.4285714285713,59.0,8856.197084500764,0.6743568347249064,25510.0,26461.0,27448.0
gossipcop,2581,0,44,43,43,42072.0,1001.7142857142857,10.0,2880.3900718455466,0.4839323246096704,8906.0,9031.0,9096.0
gossipcop,2582,0,24,23,23,1640076.0,74548.90909090909,987.5,193234.3971160671,0.4432146637752808,885.0,5283.0,32830.0
gossipcop,2583,0,32,31,31,2034027.0,67800.9,743.0,196489.5553718399,0.48692131235228725,931.0,8800.0,34480.0
gossipcop,2584,0,40,39,39,2279112.0,59976.63157894737,1375.5,250774.32394584545,0.6139890770236925,9550.0,20967.0,37575.0
gossipcop,2585,0,5,4,4,18682155.0,6227385.0,13661.0,8792480.843805159,0.17078021005514604,0.0,13661.0,20325.0
gossipcop,2586,0,54,53,53,149220.0,2869.6153846153848,116.5,11750.172940059298,0.6074340721100366,286.0,2293.0,19572.0
gossipcop,2587,0,80,79,79,2455020.0,31474.615384615383,375.5,176462.99587617698,0.6972686644443523,10005.0,14651.0,24376.0
gossipcop,2588,0,49,48,48,261228.0,5558.04255319149,10.0,21700.69729437326,0.5922010640056763,334.0,634.0,37208.0
gossipcop,2589,0,116,115,115,230234.0,2019.5964912280701,101.0,9092.558674995356,0.6365067872041873,2555.0,18315.0,31383.0
gossipcop,2590,0,58,57,57,25502.0,455.39285714285717,26.0,1713.7563970764365,0.5801184669454577,1311.0,5492.0,5631.0
gossipcop,2591,0,128,127,127,1277877.0,10141.880952380952,118.5,68176.03933638957,0.7410073986902043,10738.0,15010.0,29648.0
gossipcop,2592,0,77,76,76,111171.0,1482.28,138.0,4474.147321550034,0.5022922567569353,6495.0,6675.0,24916.0
gossipcop,2593,0,170,169,169,119829.0,713.2678571428571,345.5,820.6101277854056,0.06998097090986587,10109.0,20267.0,51521.0
gossipcop,2594,0,87,86,86,331854.0,3904.164705882353,214.0,27754.673497649135,0.7533602035057086,5334.0,22383.0,25032.0
gossipcop,2595,0,59,58,58,68933.0,1209.3508771929824,25.0,4348.520448084786,0.5648150860590346,2705.0,5489.0,5656.0
gossipcop,2596,0,71,70,70,2157145.0,31262.971014492752,68.0,244846.93962567134,0.7735469115033995,2779.0,8950.0,9713.0
gossipcop,2597,0,17,16,16,113838.0,7589.2,114.0,21694.137955370956,0.481671111977312,298.0,461.0,2195.0
gossipcop,2598,0,159,158,158,4155671.0,26469.242038216562,79.0,217094.80796187898,0.7826506659073359,4912.0,18506.0,30837.0
gossipcop,2599,0,26,25,25,74597.0,3108.2083333333335,340.0,5507.206452906098,0.27845416373967885,1585.0,3813.0,19507.0
gossipcop,2600,0,49,48,48,142026.0,3021.8297872340427,21.0,8586.352576430361,0.4793621098350614,7319.0,10031.0,10173.0
gossipcop,2601,0,50,49,49,695080.0,14480.833333333334,167.0,57516.88628942422,0.597741889348503,1256.0,3944.0,28321.0
gossipcop,2602,0,56,55,55,43529.0,806.0925925925926,42.0,1470.9779849363322,0.2919915609577955,4657.0,19164.0,19329.0
gossipcop,2603,0,194,193,193,2441760.0,12717.5,199.0,131553.33430843428,0.8236996401807525,8244.0,25104.0,42516.0
gossipcop,2604,0,83,82,82,250321.0,3090.382716049383,127.0,11032.489323842054,0.5623577545246754,12858.0,14047.0,27190.0
gossipcop,2605,0,52,51,51,52219.0,1044.38,38.5,2938.6315311042317,0.4755827384157931,787.0,1341.0,3723.0
gossipcop,2606,0,49,48,48,74205.0,1578.8297872340424,16.0,4265.266858624785,0.4596838885774369,11794.0,11928.0,12050.0
gossipcop,2607,0,124,123,123,20483604.0,167898.39344262294,82.0,1492468.8997566677,0.7977575273491365,22390.0,31501.0,20461506.0
gossipcop,2608,0,76,75,75,511802.0,6916.243243243243,420.0,36034.5316575458,0.6779455896095516,7638.0,7868.0,30198.0
gossipcop,2609,0,22,21,21,90815.0,4540.75,280.5,9757.9608262946,0.36487281193913057,2237.0,21216.0,23163.0
gossipcop,2610,0,23,22,22,7391075.0,351955.95238095237,167.0,1561403.736510759,0.6321068595473355,365.0,1057.0,16976.0
gossipcop,2611,0,76,75,75,1673955.0,22621.013513513513,92.0,125228.8442290044,0.69400019913569,739.0,1580.0,12047.0
gossipcop,2612,0,62,61,61,192610.0,3210.1666666666665,110.5,15872.050410671232,0.6635436381782838,452.0,2611.0,13398.0
gossipcop,2613,0,49,48,48,49835.0,1060.3191489361702,15.0,3436.2586476993606,0.5283883891747491,3198.0,3336.0,3448.0
gossipcop,2614,0,75,74,74,193751.0,2654.123287671233,45.0,9921.372307511305,0.5778896716105593,4644.0,10527.0,17636.0
gossipcop,2615,0,73,72,72,212400.0,2991.549295774648,70.0,15831.090814862222,0.6821328699703405,3501.0,17907.0,18604.0
gossipcop,2616,0,156,155,155,45090206.0,292793.54545454547,23.5,3443887.6793771004,0.8432868484960276,47724.0,44759227.0,44778547.0
gossipcop,2617,0,146,145,145,503002.0,3493.0694444444443,208.5,16169.783084357608,0.6447036929837302,4144.0,31578.0,56957.0
gossipcop,2618,0,101,100,100,5062414.0,51135.49494949495,307.0,288421.89473161224,0.698810884383824,6761.0,28406.0,63940.0
gossipcop,2619,0,83,82,82,2483570.0,30661.35802469136,101.0,237992.25337570786,0.7717405854709027,9364.0,13130.0,68042.0
gossipcop,2620,0,64,63,63,162679.0,2623.8548387096776,59.5,10039.218109649863,0.5855895564354954,5990.0,7408.0,10718.0
gossipcop,2621,0,74,73,73,35482806.0,492816.75,213.0,3730719.9999368745,0.766633142232104,4324.0,11872.0,25241.0
gossipcop,2622,0,29,28,28,25472.0,943.4074074074074,237.0,2477.6295310797504,0.4484669856709594,946.0,2557.0,4537.0
gossipcop,2623,0,85,84,84,642428.0,7740.096385542169,292.0,44350.41208583615,0.7028212389289675,13290.0,20724.0,32477.0
gossipcop,2624,0,109,108,108,18470162.0,172618.33644859813,60.0,1358468.645870721,0.7745153104402824,4605.0,12153.0,17828730.0
gossipcop,2625,0,81,80,80,7038900.0,89100.0,121.0,665053.2448914775,0.76370850194294,4941.0,12699.0,230725.0
gossipcop,2626,0,93,92,92,234626.0,2578.3076923076924,168.0,9225.807775697294,0.5631510553592624,5974.0,7040.0,36920.0
gossipcop,2627,0,22,21,21,41203.0,2060.15,992.0,2532.7496772282884,0.10289788814056823,2139.0,12326.0,25990.0
gossipcop,2628,0,90,89,89,949952.0,10794.90909090909,123.0,77515.6107686229,0.7555238241586704,1967.0,39819.0,78502.0
gossipcop,2629,0,73,72,72,363218.0,5115.7464788732395,195.0,19932.016774433298,0.591520693713207,10242.0,20683.0,26220.0
gossipcop,2630,0,66,65,65,216799.0,3387.484375,59.0,11878.843642417634,0.5562149102082495,2617.0,6127.0,6367.0
gossipcop,2631,0,14,13,13,26221.0,2185.0833333333335,140.5,4033.168904189635,0.2972033780978437,214.0,739.0,4963.0
gossipcop,2632,0,155,154,154,490600.0,3206.5359477124184,423.0,13336.27433791117,0.6123347977339696,16428.0,31230.0,68021.0
gossipcop,2633,0,100,99,99,211016.0,2153.2244897959185,58.5,11420.54005704206,0.682737315449086,1328.0,10367.0,13927.0
gossipcop,2634,0,174,173,173,3083069.0,17924.81976744186,278.0,213579.5757348487,0.8451448860955687,8209.0,66505.0,84560.0
gossipcop,2635,0,121,120,120,601497.0,5054.596638655462,357.0,30668.375294955837,0.7170114150609259,5958.0,34346.0,59534.0
gossipcop,2636,0,58,57,57,10416526.0,186009.39285714287,51.0,1214275.0121159845,0.7343262665833766,9689.0,13510.0,13677.0
gossipcop,2637,0,45,44,44,117418.0,2730.6511627906975,24.0,13808.382977731604,0.6697931524186983,7168.0,7337.0,7427.0
gossipcop,2638,0,87,86,86,240010.0,2823.6470588235293,74.0,11851.666323850968,0.6151840870182582,3021.0,6461.0,10764.0
gossipcop,2639,0,58,57,57,1537043.0,27447.196428571428,70.5,168912.9947458602,0.7204403167015722,6987.0,12309.0,12486.0
gossipcop,2640,0,59,58,58,2319541.0,40693.70175438596,33.0,295628.5128842856,0.7580076487180288,1246.0,9365.0,9489.0
gossipcop,2641,0,96,95,95,221589.0,2357.3297872340427,49.5,8207.855461986244,0.5537551435914455,1719.0,26200.0,26497.0
gossipcop,2642,0,102,101,101,236675.0,2366.75,240.5,10098.06972086745,0.6202512265720449,9408.0,16203.0,53193.0
gossipcop,2643,0,15,14,14,8686415.0,668185.7692307692,1774.0,1100769.514819041,0.24454193358575083,1322356.0,1322670.0,5171444.0
gossipcop,2644,0,62,61,61,861835.0,14363.916666666666,280.5,57214.92365321355,0.5986546693834254,20900.0,21084.0,36557.0
gossipcop,2645,0,121,120,120,5452375.0,45818.27731092437,137.0,455263.8341502378,0.8171226780484434,4441.0,16795.0,21261.0
gossipcop,2646,0,66,65,65,136875.0,2138.671875,134.5,7127.37458688043,0.5383852468691415,1151.0,4508.0,31144.0
gossipcop,2647,0,50,49,49,4975264.0,103651.33333333333,516.0,634093.1010372654,0.7190047704751232,781.0,7346.0,37750.0
gossipcop,2648,0,79,78,78,729668.0,9476.207792207791,43.0,63661.78749777112,0.7408677184919729,2719.0,6665.0,26135.0
gossipcop,2649,0,57,56,56,77040.0,1400.7272727272727,16.0,5210.7698906104615,0.5762753161282057,659.0,1461.0,3303.0
gossipcop,2650,0,74,73,73,272218.0,3780.8055555555557,64.0,24053.256363420183,0.7283324606691337,1323.0,3135.0,12424.0
gossipcop,2651,0,77,76,76,326004.0,4346.72,711.0,12574.99201490535,0.48625529187930533,8769.0,33278.0,47195.0
gossipcop,2652,0,79,78,78,2041649.0,26514.922077922078,107.0,199253.72883719488,0.7651142267055405,5454.0,10951.0,26937.0
gossipcop,2653,0,65,64,64,127488.0,2023.6190476190477,97.0,5473.431767656627,0.4601559740009213,6250.0,6393.0,12966.0
gossipcop,2654,0,22,21,21,149038.0,7451.9,435.0,17423.277194316805,0.40085652923891335,839.0,2988.0,12418.0
gossipcop,2655,0,87,86,86,108681.0,1278.6,51.0,6686.415910063697,0.6789460273683809,1688.0,12892.0,14889.0
gossipcop,2656,0,106,105,105,21476917.0,206508.8173076923,67.5,1977260.567279147,0.810869390545318,4925.0,6294.0,36680.0
gossipcop,2657,0,70,69,69,151861.0,2233.25,35.0,11157.256429805724,0.666442787402119,4494.0,11098.0,11215.0
gossipcop,2658,0,21,20,20,120743.0,6354.894736842105,1300.0,13951.19259152284,0.3740896870895311,243.0,4476.0,12753.0
gossipcop,2659,0,85,84,84,1361999.0,16409.626506024095,148.0,91095.26245940154,0.6947185069638729,15480.0,15648.0,45118.0
gossipcop,2660,0,62,61,61,74806.0,1246.7666666666667,59.0,3761.8383465475436,0.5021501342679967,5557.0,7459.0,10621.0
gossipcop,2661,0,92,91,91,604061.0,6711.788888888889,531.5,38157.58187699892,0.7008298189021378,13505.0,29159.0,29721.0
gossipcop,2662,0,73,72,72,258751.0,3644.3802816901407,104.0,11788.135202805028,0.5277010691676807,9637.0,9829.0,103728.0
gossipcop,2663,0,126,125,125,6016011.0,48516.217741935485,308.5,460097.30905868305,0.8092216774212759,6747.0,12611.0,90716.0
gossipcop,2664,0,50,49,49,69147.0,1440.5625,167.5,4446.2544251043955,0.5105801595912707,1138.0,1523.0,12295.0
gossipcop,2665,0,80,79,79,3462983.0,44397.217948717946,37.0,293306.96608352003,0.7370644484257874,1326.0,1484.0,28636.0
gossipcop,2666,0,144,143,143,814381.0,5735.077464788732,196.0,43529.04203672353,0.767170203270854,4948.0,15564.0,73377.0
gossipcop,2667,0,67,66,66,49671.0,764.1692307692308,155.0,1746.3441423925121,0.39122472802697295,6257.0,6427.0,15032.0
gossipcop,2668,0,68,67,67,2469636.0,37418.72727272727,47.5,197569.97352672258,0.681527433911283,3348.0,12370.0,137981.0
gossipcop,2669,0,82,81,81,3228991.0,40362.3875,98.0,282033.2645863557,0.7496096039831909,1583.0,2411.0,43512.0
gossipcop,2670,0,59,58,58,204771760.0,3592487.01754386,306.0,12663580.283016952,0.5580127774914018,179979293.0,179979826.0,180029500.0
gossipcop,2671,0,77,76,76,2539767.0,33863.56,231.0,200170.97595034368,0.7106105740976195,7805.0,7986.0,33671.0
gossipcop,2672,0,86,85,85,1525099.0,18155.940476190477,88.0,156780.6792487481,0.7924283605715264,3193.0,15904.0,16091.0
gossipcop,2673,0,74,73,73,238422.0,3311.4166666666665,41.5,16090.613819993527,0.6586525653649064,2257.0,10026.0,10255.0
gossipcop,2674,0,83,82,82,110533.0,1364.6049382716049,24.0,4675.823169567261,0.5481760849034156,2012.0,20251.0,20474.0
gossipcop,2675,0,28,27,27,721071.0,27733.5,190.0,84425.67904797413,0.5054617868032454,811.0,1803.0,5846.0
gossipcop,2676,0,75,74,74,58238.0,797.7808219178082,55.0,2860.460898998743,0.5638446648528578,544.0,1380.0,5020.0
gossipcop,2677,0,46,45,45,107743.0,2448.7045454545455,33.0,10880.560088732786,0.6325821997450589,8666.0,8800.0,8900.0
gossipcop,2678,0,60,59,59,280918.0,4843.413793103448,18.5,22697.522677394645,0.648275301147314,796.0,916.0,2683.0
gossipcop,2679,0,58,57,57,5365113.0,95805.58928571429,38.0,694382.4423291219,0.757511920068126,1304.0,1856.0,2099.0
gossipcop,2680,0,75,74,74,8112365.0,111128.28767123287,112.0,875880.8699703321,0.7748181223834412,2887.0,21969.0,22172.0
gossipcop,2681,0,107,106,106,2541815.0,24207.761904761905,2522.0,44303.72264086336,0.2933225118296559,111658.0,871776.0,1754474.0
gossipcop,2682,0,38,37,37,25775502.0,715986.1666666666,667.5,4224230.688328557,0.7101397822475309,1106.0,8438.0,16106.0
gossipcop,2683,0,34,33,33,4321461.0,135045.65625,445.0,591305.3500702708,0.6281531791794499,708.0,3707.0,47549.0
gossipcop,2684,0,77,76,76,333562.0,4447.493333333333,23.0,30208.467093128413,0.7433345791832435,1567.0,2825.0,12533.0
gossipcop,2685,0,70,69,69,4720797.0,69423.48529411765,1139.5,277987.59085023985,0.6003381005315411,1886.0,18735.0,37328.0
gossipcop,2686,0,47,46,46,65249.0,1449.9777777777779,25.0,3493.356192602618,0.41336038128688274,10880.0,10985.0,11113.0
gossipcop,2687,0,35,34,34,11177937.0,338725.36363636365,939.0,1416871.6429278555,0.6141194563788144,3734.0,9996.0,39969.0
gossipcop,2688,0,50,49,49,605526.0,12615.125,24.0,51170.33933736459,0.6044514175430955,3539.0,14946.0,15036.0
gossipcop,2689,0,89,88,88,216410.0,2487.4712643678163,67.0,12633.001656252382,0.6709797005124642,3439.0,12845.0,15635.0
gossipcop,2690,0,58,57,57,4083780.0,72924.64285714286,1200.5,529732.4930540895,0.7579896146193341,4967.0,19250.0,35215.0
gossipcop,2691,0,25,24,24,154087.0,6699.434782608696,826.0,23129.73860230513,0.5508132460689004,1216.0,5462.0,26094.0
gossipcop,2692,0,21,20,20,113753.0,5987.0,712.0,16366.047855883004,0.4643236091471699,517.0,5024.0,27246.0
gossipcop,2693,0,29,28,28,158181.0,5858.555555555556,1072.0,9729.95905489209,0.24834973671845964,1575.0,5378.0,35900.0
gossipcop,2694,0,105,104,104,4438711.0,43094.28155339806,50.0,403027.5686800155,0.8068048828773983,2071.0,3876.0,9377.0
gossipcop,2695,0,66,65,65,12952202.0,202378.15625,125.0,914721.7605289569,0.637672238247879,7816.0,8782.0,17950.0
gossipcop,2696,0,155,154,154,1393163.0,9105.640522875818,255.0,66412.44151144648,0.7588487345656532,6759.0,20607.0,67966.0
gossipcop,2697,0,68,67,67,792467.0,12007.075757575758,29.5,31425.0835332226,0.44708824273815906,3852.0,4031.0,42549.0
gossipcop,2698,0,122,121,121,2481711.0,20680.925,51.0,196760.19704008408,0.8097790812890712,1440.0,4171.0,9669.0
gossipcop,2699,0,97,96,96,93250.0,981.578947368421,123.0,3541.9876892975976,0.5660154801690422,11240.0,12276.0,26951.0
gossipcop,2700,0,33,32,32,32840609.0,1059374.4838709678,818.0,5712838.01886921,0.6871408026720003,965.0,4142.0,51738.0
gossipcop,2701,0,102,101,101,226235.0,2262.35,88.5,8980.21593768769,0.5975384956531893,3239.0,19895.0,31520.0
gossipcop,2702,0,69,68,68,91653.0,1367.955223880597,34.0,7800.807777600325,0.7016052822698879,2922.0,6191.0,7519.0
gossipcop,2703,0,157,156,156,10411360.0,67170.06451612903,94.0,398444.1111848756,0.7114775794143241,1396.0,7664.0,28227.0
gossipcop,2704,0,65,64,64,793186.0,12590.253968253968,90.0,34104.14294805272,0.46073812706821016,14664.0,25558.0,31705.0
gossipcop,2705,0,50,49,49,1346665.0,28055.520833333332,690.5,106931.38294583073,0.5843223298279125,2364.0,14431.0,537475.0
gossipcop,2706,0,38,37,37,333269.0,9257.472222222223,564.5,26153.976568780883,0.47714806717683667,1301.0,2976.0,19080.0
gossipcop,2707,0,15,14,14,42146858.0,3242066.0,1198.0,7447297.686186354,0.39340336896018313,975.0,1586.0,330291.0
gossipcop,2708,0,68,67,67,664420.0,10066.969696969696,370.0,40151.37151171562,0.59907199422873,44573.0,51272.0,58972.0
gossipcop,2709,0,68,67,67,2770403.0,41975.80303030303,108.0,220367.43365159127,0.6799932518847359,4414.0,11615.0,31098.0
gossipcop,2710,0,105,104,104,340105.0,3301.990291262136,86.0,22242.27192396747,0.7414691202712854,3291.0,11587.0,12984.0
gossipcop,2711,0,94,93,93,54002.0,586.9782608695652,23.0,1952.3382078390719,0.537687981704721,900.0,2397.0,3510.0
gossipcop,2712,0,132,131,131,1117326.0,8594.815384615385,93.0,69965.13898713412,0.7811909272771645,2585.0,7199.0,11718.0
gossipcop,2713,0,62,61,61,23779201.0,396320.01666666666,38.0,2863880.914849094,0.7568738706651396,6557.0,6694.0,36692.0
gossipcop,2714,0,122,121,121,258521110.0,2154342.5833333335,394.0,15491986.853500903,0.7558310819204763,223278906.0,226566751.0,226607321.0
gossipcop,2715,0,25,24,24,27584.0,1199.304347826087,700.0,1579.8014028952475,0.1369134855593027,1050.0,4019.0,10792.0
gossipcop,2716,0,91,90,90,76839.0,863.3595505617977,21.0,2996.3665421628666,0.5526316998560209,972.0,2768.0,5463.0
gossipcop,2717,0,90,89,89,33563745.0,381406.1931818182,256.5,3328973.4407588327,0.794411229679621,31464852.0,31485906.0,31511358.0
gossipcop,2718,0,59,58,58,333559.0,5851.912280701755,1253.0,33562.301195219334,0.7030557372772742,5230.0,21488.0,44821.0
